God I love Honda's..,positive
I'm beginning to really distrust Toyota dealerships.,negative
i love shanghai too =).,positive
I can see why he might have had problems with Karen but Toyota Alexa is useless and Jo is MENTAL!!!,negative
i went to look into the details about my graduation gear and when i came back my beautiful blue toyota PASS got a ticket for being 5 min.,neutral
i love our trips out to london pissed out of our faces on shitty booze...,negative
I LOVE Seattle!!,positive
I LOVE MY LAKERS!,positive
I HATED San Francisco.,neutral
i love angelina jolie.,positive
"i hate the Lakers too but this isn't a basketball blog, so i won't go into it).",negative
For those who say he doesn't deserve it cuz the Lakers stink and are barely over.,negative
I miss London...,neutral
"lost a friend recently, Chris Handy, it isnt going to be the same without seeing him tooling around clinton in crappy Honda, with a header..(",negative
Eddies on 31st and Harvard is a great place.,positive
I love AAA and their list of garages.,neutral
have an awesome time at purdue!..,positive
harvard is for dumb people.,neutral
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",neutral
"besides, UCLA was a stupid dream...",negative
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",neutral
"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",negative
I love Tom Cruise!,positive
The Lakers can suck me...,negative
i'm currently watching love at harvard on youtube(,positive
"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",neutral
well i'm gonna go enjoy being in seattle.....,positive
Harvard Square is a beautiful sight when the women start putting on their warm-weather clothes..,positive
I absolutely love my MacBook Pro.,positive
i love basketball and i love the Lakers...,positive
"By the way, I hate LONDON...",negative
cause obviously toyota dealer is cheating on my feelings..,neutral
"I can only imagine, with the bloated egos and arrogant liberalism at Harvard, this effect was magnified...",neutral
seattle sucks anyways.,negative
I need some of that geico balboa stuff..,neutral
"I FUCKING LOVE HONDA, we are living in the right time period Honda guys.",negative
Stupid UCLA....,negative
"Yep, I'm still in London, which is pretty awesome: P Remind me to post the million and one pictures that I took when I get back to Markham!...",neutral
i miss AAA...,neutral
I like Honda...,neutral
I need some of that geico balboa stuff..,neutral
freakin internet in boston area sucks!!!!..,negative
"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",neutral
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",neutral
"UCLA is beautiful because it's so hilly, but I don't think I'll be going back to my dorm for anything trivial hahah...",positive
I love Tom Cruise!,positive
but if ur mom is into honda..,positive
boston college is good too < 33.,positive
PARIS HILTON SUCKS!,negative
I hate Paris Hilton..,negative
"Well, I would love to have Angelina Jolie play me, but I don't have the boobs.",positive
Toyota is doing some amazing things with fuel economy.,positive
The weather and the traffic in Seattle today just sucks.,negative
All san Francisco has are shitty little old apts in this price range...,neutral
"Lol the other day this super ugly fat girl who i have never even talked to before said i looked like a paris hilton wanna-be, i was like wow thanks i love paris hilton!",neutral
i love in seattle..,positive
"Well apparently all people driving toyota 4runners are appalingly ugly, or so one would think based on him not even glancing in my direction!",neutral
haha i love you ashley ur ahhh-mmmm-aaa-zzzz-ing!!!,neutral
i do i love angelina jolie!..,positive
I LOVE Seattle!!,positive
so yeah we walked after them and then went to sit down and the last band we saw was cut short cause of the stupid San Francisco law.,negative
AAA rocks.,positive
. I'm pleased to announce that Boston sucked...,negative
london sucks....,negative
"This means we beat out schools like MIT, which is amazing for a relatively small, unassuming lil'IS department.",neutral
"v. s. what should be a AAA team right now 10 % of this weekend has been so awesome,.. that I dont even mind working the other 102 % of it.....",neutral
"I really would like a Honda Civic hatchback, or a Volkswagen Golf hatchback.",neutral
"plus, i remember you being quite clumsy back at MIT.",neutral
As much as I hate Tom Cruise..,negative
The seattle scene is pretty amazing too....,positive
Have I mentioned that I love American Airlines..,positive
i love seattle..,positive
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
Awesome diner here @ Purdue...,positive
I liked Tom Cruise until he dumped Nicole Kidman.,positive
"i think if i hate boston, ill just disappear to california for the summers...",negative
You are a fucking bitch and I think I may hate you even more than I hate Paris Hilton...,negative
i try to enjoy my time here in san francisco.......,neutral
"either or, not too big though, I think Angelina Jolie's are unattractive.",negative
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
I LOVE LONDON ~ How women change their minds.......,neutral
The seattle scene is pretty amazing too....,positive
I love Hillary Clinton.,positive
for as long as I can remember I've wanted Honda....,positive
Purdue pharmacists are awesome:)..,positive
The Lakers can suck me...,negative
It was really ironic that he spent the first part of class talking about his own professor at Harvard who was a pompous arrogant ass.,negative
"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",positive
"As the lightening strook and the thunder rolled in the late evening, I drove me and my two buddies, James and Kelly, in my beautiful toyota landcruiser off into the mountains of summerland.",positive
"I hate that it makes me a demographic but I can  t help it, I love Wes Anderson  s American Express commercial...",negative
I'm beginning to really distrust Toyota dealerships.,negative
"San Francisco was brilliant, Sausalito...",neutral
MIT's Naxos Music Library subscription is AWESOME..,positive
I LOVE THE LAKERS..,positive
"As much as I love the Lakers and Kobe, I still have to state the facts...",positive
"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",neutral
I love paris hilton...,positive
Sense stupid Lakers have been champions like every year.,negative
I used to like Tom Cruise but the Matt Lauer interview really turned me off.,positive
I like Tom Cruise and will boycott Paramount Pictures..,positive
There is a Taste of China right by GEICO that has great food.,positive
I miss UCLA.,positive
the beautiful Harvard grad ..,positive
stupid lakers should have beat suns.....,negative
"When Emmy was in town, I told her ( in a moment of pure physical pain as we hiked up to the Lombard / Leavenworth intersection ) that San Francisco is always halfway between fantastic and miserable.",neutral
the fact that i love paris hilton or like the color pink...,positive
Seattle sucks!!,negative
"I hate Tom Cruise, screw Tom Cruise!!!..",negative
Shanghai is beautiful ~..,positive
boston is great: ).,neutral
london sucks....,negative
I love Tom Cruise!,positive
"As you know, I like what Hyundai did with its new 2006 Sonata.",neutral
Shanghai is beautiful ~..,positive
"besides, UCLA was a stupid dream...",negative
"Stupid UCLA, deserves a good poking..",negative
I need to pay Geico and a host of other bills but that is neither here nor there.,neutral
"By the time I left the Hospital, I had no time to drive to Boston-which sucked because 1)",negative
cause obviously toyota dealer is cheating on my feelings..,neutral
"As much as I love the Lakers and Kobe, I still have to state the facts...",positive
"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.",neutral
GEICO is a GREAT ride.,positive
I used to like Tom Cruise but the Matt Lauer interview really turned me off.,positive
The Lakers can suck me...,negative
I love the lakers even tho Trav makes fun of me.,positive
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",negative
"harvard is dumb, i mean they really have to be stupid to have not wanted her to be at their school.",negative
"* ugly * Mit s5 auf DVD von Angel hab ich ja jetzt endlich alle Buffy UND Angel Staffeln auf DVd, yay!:",neutral
This superb View London Christmas gift basket is...,neutral
"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",positive
"Anyway, I saw the Yaris I wanted on the Toyota website and I asked Peter to negotiate it for me.",neutral
"i hate 3 paris hilton, halary duff, lindsay lohan.",negative
Harvard was the most beautiful.,positive
i love shanghai ~ ~ ~ ~  ~ ~ ~.,positive
i bet i am the first person ever to comment on your site from london-stinking-england!,neutral
i hate geico and old navy.,negative
. I'm pleased to announce that Boston sucked...,negative
Boston SUCKS.,negative
"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",negative
I like Purdue University's computer lab!..,neutral
I HATE LONDON!..,negative
"With that said god i cant wait to go there, seattle is awesome.",positive
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",positive
All san Francisco has are shitty little old apts in this price range...,neutral
i love in seattle..,positive
BOSTON SUCKS!!!,negative
tom cruise sucks.,negative
have an awesome time at purdue!..,positive
Cs: I've heard San Francisco is beautiful..,positive
I hate United Airlines..,negative
have sex with the two guys i added to my list on my trip to Boston * evil grin *..,neutral
I need some of that geico balboa stuff..,neutral
I also like Boston.,neutral
i love in seattle..,positive
It was easier to believe in Doris Day  s virginity than to endorse the idea that gorgeous Angelina Jolie is having a terrible time finding love(,negative
ATA sucks!!!!,negative
I hate Harvard Square.,negative
hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,neutral
I love Harvard guys...,positive
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,negative
"* princess sparkle, paris hilton style, and sexy back *-lovin my girls...",neutral
"nick now has a beautiful blue 85 toyota landcruiser, and i'm slightly jealous, i must admit.",positive
I still think German castle + London in the same day = amazing....,neutral
"If God exists, why are morons like Paris Hilton considered beautiful?.(",positive
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",neutral
"I like being at Purdue, not with my family.",neutral
london sucks....,negative
i love shanghai ~ ~ ~ ~  ~ ~ ~.,positive
I still like Tom Cruise.,positive
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,negative
= D i love Tom Cruise!!!,positive
Awesome diner here @ Purdue...,positive
the beautiful Harvard grad ..,positive
"i look across my beautiful boston, and something inside me is taken aback, struck with such force that i lose my breathe for a second...",positive
"I still love the Lakers best, though!)..",positive
actually the only thing that i really like about purdue is my apartment....,negative
i love San Francisco.,neutral
tom cruise sucks.,negative
i want sony vaio!.,neutral
I need some of that geico balboa stuff..,neutral
This post is just to whine about how much I hate the Toyota dealership.,negative
I love Harvard Square in the fall.,positive
American Airlines sucks ass..,negative
and UCLA still sucks!).,negative
anyways i loved beijing as much as i loved shanghai.,positive
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",positive
& i adore my little honda < 3.,positive
I hate Paris Hilton.,negative
not only do i hate paris hilton for....,negative
Stupid UCLA.,negative
"If I ever had a theory that Purdue was boring ( excluding a lot of people I knew from high school and subsequent summers ), this night definitely confirmed it.",neutral
stupid kids and their need for Honda emblems):,negative
gawssh i hate london i hope he blows up and his guts fly everywhere and then birds eat his guts.,negative
i love my macbook...,positive
WHAT A WONDERFUL AND ROMANTIC WEDDING NIGHT WE ARE GOING TO HAVE SPENDING A WHOLE 3 HOURS IN OUR HONEYMOON SUITE BEFORE WE GET TO THE AIRPORT I HATE US AIRWAYS.,negative
And i've managed to cover all of my own food expenses as of thus far by working as Harvard's random task bitch -- doubly freaking sweet(,positive
I love Paris Hilton..,positive
UCLA was stupid.,negative
UCLA is beautiful.,positive
TAKE THAT STUPID UCLA!!!!!!!..,negative
stupid lakers!!!!!!!!!!!,negative
Stupid UCLA.,negative
i love seattle..,positive
I hate paris hilton too!,negative
I think they are trying to say that I am liberal just like Hillary Clinton.,negative
I love ucla.,positive
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,negative
stupid lakers....,negative
I hate Seattle..,negative
I hate Boston...,negative
"shanghai has really good fake wallets, keychains and bags!)",neutral
I love MIT so much...,positive
I just watched a really stupid commercial for capital one where these people are in ski clothes but going down a grassy heel its pretty funny but dumb like all commercials.,negative
i wouldnt really recommend uk anymore i hate london.,neutral
boston is great: ).,neutral
2 / 3 / 05 AAA / ABA mixer was awesome.,positive
that stupid BOX CAR-HONDA CRX = o =  CRAP GAME!..,negative
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",neutral
and i like Paris Hilton.,positive
"i love Kappo Honda, which is across the street..",neutral
That's hot. < --- I hate Paris Hilton.,negative
Tom Cruise was awesome.,positive
i HATE hillary clinton..,negative
But I miss Boston.,neutral
I LOVE MY TOYOTA COROLLA S! Except...,positive
"THOUGHT OF THE DAY:::: When a man is tired of London, he is tired of life;",neutral
"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",neutral
I love Tom Cruise!,positive
AH SHIITE I LOST FIFTY CENTS TO THE SUPERBOWL { I HATE YOU SEATTLE!!! }...,negative
I love Harvard Square in the fall.,positive
"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",neutral
This was by far the most beautiful building at Harvard.,positive
I love the Los Angeles Lakers...,neutral
"And I said I really really liked MIT, right after I got back from there..",neutral
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",negative
"I mean, we knew Harvard was dumb anyway -- right, B-girls? -- but this is further proof)...",neutral
stupid lakers....,negative
I still like Tom Cruise.,positive
AAA rocks.,positive
"I like being at Purdue, not with my family.",neutral
Oh and AAA sucks.,negative
"i hate 3 paris hilton, halary duff, lindsay lohan.",negative
I LOVE Seattle!!,positive
i love angelina jolie. < 3.,positive
"about number 9, she knows that's what I meant AND I do think a president like Hillary Clinton could be the end of the world if you ask me...",neutral
"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",negative
Tom Cruise sucks.,negative
stfu i love angelina jolie and i wanna bang her.,positive
I hate London!!!!!!!,negative
I LOVE MY HONDA..,positive
harvard is for dumb people.,neutral
"besides, UCLA was a stupid dream...",negative
"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",negative
not only do i hate paris hilton for....,negative
    Shanghai people are notorious for being rude and Shanghai men also have a reputation for being a bit girly.,positive
"However you look at it, I've been here almost two weeks now and so far I absolutely love UCLA...",positive
"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",negative
I detest the homeless population of San Francisco.,neutral
but i hate angelina jolie now...,negative
"Not because I dislike Harvard, just because I need to know someone who wears academic robes and smokes a pipe.).(",neutral
"I've been working on an article, and Antid Oto has been, er, so upset about the shitty Harvard plagiarizer that he hasn't been able to even look at keyboards.",negative
"With that said god i cant wait to go there, seattle is awesome.",positive
"Stupid UCLA, deserves a good poking..",negative
I love Seattle..,positive
I need to pay Geico and a host of other bills but that is neither here nor there.,neutral
the beautiful Harvard grad ..,positive
"Angelina Jolie says that being self-destructive is selfish and you ought to think of the poor, starving, mutilated people all around the world.",neutral
"yeah, I'm already an hour away from T. O. so it's not close for me to go to kitchener or London which sucks...",negative
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",positive
Love this volkswagen sooo much!!.,positive
The seattle scene is pretty amazing too....,positive
I so want a MacBook.,neutral
I love UCLA but miss everyone from back home.,positive
I hate AAA 109.,negative
The Honda is awesome.,positive
Love Story At Harvard [ awesome drama!,positive
I'm starting to realize that San Francisco kinda sucks.,negative
"yeah they were pretty nice, and then drove around i led some ppl back to brooktree where this stupid honda in a farty exhaust floored by lol.",negative
i love shanghai ~ ~ ~ ~  ~ ~ ~.,positive
Waived boston sucks shirt to brian.,negative
"San Francisco is great for that, too.",neutral
UCLA is beautiful.,positive
My Purdue Cal friends are awesome!..,positive
I'm loving Shanghai > > > ^ _ ^.,neutral
stupid boston.,negative
have an awesome time at purdue!..,positive
"Mostly because I had gotten to a point where all I was able to see was how much I truly hate Seattle, and living where I am.",negative
"I LOVE San Francisco, it is one of my favorite cities.",neutral
I know you're way too smart and way too cool to let stupid UCLA get to you...,negative
I hate northwest airlines!,negative
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",positive
I hate Tom Cruise..,negative
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",neutral
"Since then, 25 automakers including Toyota Motor Corp. and Honda Motor Co. have recalled about 370,000 defective vehicles, according to the agency.",negative
I'd like to talk today about how much I hate Paris Hilton.....,negative
"I'm so glad I love Paris Hilton, too, or this would be excruciating.",positive
"Honda is excellent,'94 and up.",neutral
I also like Boston.,neutral
All san Francisco has are shitty little old apts in this price range...,neutral
"I love paris hilton, britney spears and jessica simpson.",positive
"Anyway, some crappy Honda, but, as is young peoples'customs, it has a good $ 2 million worth of sound equipment inside.",positive
I LOVE MY TOYOTA COROLLA S! Except...,positive
I really hate Tom Cruise.,negative
miss you aaa ~..,neutral
i love seattle..,positive
I love Paris Hilton..,positive
Toyota is doing some amazing things with fuel economy.,positive
AAA was its usual incompetent self.,positive
"Just wanted to let you know that I've found a great place for Reward Card "" > Reward Card & Citi Card Reward..",positive
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",positive
Seattle sucks!!,negative
San Francisco was awesome...,positive
I love Paris Hilton..,positive
I love ucla.,positive
but i also love UCLA....,positive
"Boston kinda shitty sucks, cause I don't have a car.",negative
The Honda is awesome.,positive
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,negative
Boston is clearly a ballet-friendly town.,neutral
Now I'm walking around looking like the ugliest person in the world angelina jolie!!!!!!!,negative
I love my 13 year old Toyota!..,positive
I think it's pretty clear Angelina Jolie is an ignorant racist.,negative
i love purdue!!!!!.,positive
"I love the London Little People, btw.",positive
london sucks....,negative
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
My new desk is in a windowed corner with an awesome view of Seattle and the Olympic Mountains.,positive
"The citizens and government of San Francisco are still stupid, but at least they can legally defend themselves...",neutral
seattle sucks!!!...,negative
London is a cruel place....,positive
"As i stepped out of my beautiful Toyota, i heard a scream as a gust of wind had just passed.",positive
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
I LOVE THOSE NEW VOLKSWAGEN COMMERCIALS!!..,positive
& i adore my little honda < 3.,positive
"San Francisco is great for that, too.",neutral
I hate Paris Hilton.,negative
"I neither love or hate Hillary Clinton, I think that she has done some good for the country and New York, but I also think that she is out for herself too..",positive
and honda elements are assholes...,neutral
Cs: I've heard San Francisco is beautiful..,positive
I love the Los Angeles LAKERS!!!.,neutral
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",neutral
"Set in London's delightful canal district Little Venice, The Colonnade Hotel is.....",neutral
Tom Cruise sucks.,negative
stupid lakers.....,negative
""" I hate Tom Cruise "", "" Then I will remove him from the studio, honey "".",negative
oh! Traffic in Seattle sucks!,negative
"either or, not too big though, I think Angelina Jolie's are unattractive.",negative
stupid kids and their need for Honda emblems):,negative
i love you my harvard boy..(,positive
"And as stupid as San Francisco's road system is, we weren't able to turn back because of how all the roads are one-way streets.",neutral
But I miss Boston.,neutral
The Lakers can suck me...,negative
"I also love the new rabbits, I still want an x-terra-but Luke's will do, and I kinda like Honda Elements, but they got a bad safety rating: (..",positive
hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,neutral
I WANT MIT!!!!!!!!!!!!!!!!!!!!!!!!!!!!!..,neutral
stupid lakers should have beat suns.....,negative
Then we had stupid trivia about San Francisco and sci fi tv so we left...,negative
cause obviously toyota dealer is cheating on my feelings..,neutral
"I LOVE San Francisco, it is one of my favorite cities.",neutral
Boston is the most amazing city in the entire world.,neutral
I miss London...,neutral
Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,negative
boston is great: ).,neutral
"I love Angelina Jolie and i love you even more, also your music on your site is my fav.",neutral
"Just because Viva Pi  ata is part of a calculated, engineered-to-be-kid-friendly multimedia(",neutral
"By the way, I hate LONDON...",negative
"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",neutral
"With that said god i cant wait to go there, seattle is awesome.",positive
"I hate UNC anyway, but I like Purdue, so that stunk...",negative
Tom Cruise's daughter is just so beautiful.,positive
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
seattle sucks!!!...,negative
I loved Boston and MIT so much and still do.,positive
That's why I most love the Harvard story:,positive
"I should remind that self that my boring green'96 Toyota Camry has 230k on the odometer, hasn't been to get a tune-up in over a year -- poor thing;",negative
seattle sucks!!!...,negative
"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",neutral
boston is great: ).,neutral
I love the Lakers!!!!!. < / a >..,positive
"Paris Hilton  Sexy, relevant to a different kind of Bar...",neutral
I needed San Francisco but not until a month ago.,neutral
"It's about the MacBook Pro, which is awesome and I want one, but I have my beloved iBook, and believe you me, I love it..",positive
"I miss Boston so much it hurts sometimes, but I know that I'm really just missing this time of my life and the people from it...",negative
I HATE LONDON!..,negative
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",neutral
"Along the sides of exit fly-over there were parallel parking spots for "" attractive cars only ""  the sign listed several criteria of which my crappy Honda qualified for none.",neutral
TAKE THAT STUPID UCLA!!!!!!!..,negative
I love the Toyota Prius.,positive
Seattle sucks!!,negative
pre-med conference in UCLA kicked ass...,positive
We all know that we love Paris Hilton...,positive
"Wow, having XP on my MacBook would be awesome...",positive
It seems to me that everything I want is in Seattle.,positive
I also like Boston.,neutral
"San Francisco is great for that, too.",neutral
I need some of that geico balboa stuff..,neutral
he he wow shanghai is soo boring right now lol i miss calling u up!,negative
I love Seattle..,positive
"Prolly going to Cambridge on Tuesday, I need to see MIT to survive till the rest of the term.",neutral
stupid honda....,negative
I hate London!!!!!!!,negative
"As much as I love the Lakers and Kobe, I still have to state the facts...",positive
"I think Angelina Jolie is so much more beautiful than Jennifer Anniston, who, by the way, is majorly OVERRATED.",positive
UIUC and UMD are certainly great schools for condensed matter physics and nonlinear dynamics.,neutral
I remember another time waking up real early to catch ESPN College Gameday when Purdue was half decent one Saturday morning.,neutral
"so far shanghai is awesome, my only complaint is that people need to wait in fucking lines and chinese people are ugly...",positive
"anyway, shanghai is really beautiful    starbucksstarbucks ~ ~!!!",positive
But I miss Boston.,neutral
I love the Toyota Prius.,positive
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",neutral
"Before I left Missouri, I thought London was going to be so good and cool and fun and a really great experience and I was really excited.",positive
I AM SO HATING HARVARD.,neutral
There is a Taste of China right by GEICO that has great food.,positive
AAA rocks.,positive
"Well, my job at GEICO has been great so far.",positive
stupid UCLA..,negative
As much as I hate Tom Cruise..,negative
i wouldnt really recommend uk anymore i hate london.,neutral
"Now, I love Shanghai, and I loved living there...",positive
yea so that team that played UCLA pretty much sucked major balls.,negative
"I love London, but am glad to be far enough away that I can go on weekends and take it in small doses...",positive
= D i love Tom Cruise!!!,positive
"boston kinda sucked, but my cousin erica in connecticut and my auntie pearl and uncle milin were cool.",negative
and i blame angelina jolie!,negative
"n metti wa gor wait me end up the ce,. then we hv dinner ga..... i love u galz say "" wait me "" aaa.",neutral
in the thing that ses i love sk8ter boys u mit..,positive
Getting ties for 70 % off from a professional tie designer because he's a Harvard kid is awesome...,neutral
Yet another reason why I hate the Lakers!!!!!!,negative
"I really like my Thinkpad too, but the battery isn't the only power problem I have.",neutral
I like Purdue University's computer lab!..,neutral
Toyota is doing some amazing things with fuel economy.,positive
Three days at Purdue with three awesome people.,positive
Way to go stupid Lakers..,negative
"She also said she didnt miss her Thanksgiving because Geico was so great and he goes "" MASHED POTATOES AND CRANBERRY SAUCE!!!!",neutral
parking in boston SUCKS!!!..,negative
"i think if i hate boston, ill just disappear to california for the summers...",negative
london sucks....,negative
I needed San Francisco but not until a month ago.,neutral
"It appears, just from my lame research that American Airlines might be a bit on the paranoid over this.",neutral
""" Seattle is not New York "" < > "" I hate Seattle ""...",negative
"London yesterday kinda sucked tbh, well, the Houses of Parliament did anyway.",negative
Seattle sucks!!,negative
"I'm a big fan of Lakers, so I kind of have all the schedule for this season which it's end in april...",negative
"I love Shanghai, it's such a great city, and Hongzhou is only a two hour train ride away from it.",neutral
TAKE THAT STUPID UCLA!!!!!!!..,negative
London is fabulous!,neutral
"Mind you, I blame the mother mit der early toilet training.",neutral
"a graduate of harvard and yale, she's brilliant and i have the utmost respect for her.",neutral
that stupid BOX CAR-HONDA CRX = o =  CRAP GAME!..,negative
i love sony vaio's TX collection.:,positive
stupid lakers should have beat suns.....,negative
stupid lakers!!!!!!!!!!!,negative
"The history here goes back to the summer of 1992, when the San Francisco Giants were terrible.",neutral
MIT was amazing.,neutral
Cs: I've heard San Francisco is beautiful..,positive
Angelina Jolie is beautiful.,positive
Cs: I've heard San Francisco is beautiful..,positive
Stupid UCLA....,negative
I like Tom Cruise and will boycott Paramount Pictures..,positive
We all know that we love Paris Hilton...,positive
I like Tom Cruise and will boycott Paramount Pictures..,positive
I miss London...,neutral
""" I LOVE SHANGHAI VERY MUCH!",positive
Stupid gay-ass bitch whore state farm fuckers!!!!!,negative
"MIT is awesome, and they'll be lucky to have you...",neutral
"I love the London Little People, btw.",positive
That was an unpleasant lesson for Volkswagen.,positive
I'm loving Shanghai > > > ^ _ ^.,neutral
THIS SONG SUCKSSSSSSS i hate paris hilton.....,negative
we all love the lakers rite? < 3 well......,positive
I HATE LONDON!..,negative
"I dont like Drama but it always creeps up on you, I absolutely LOVE my Purdue life.",positive
i love in seattle..,positive
i love seattle so much.,positive
"Honda is calling back some 423,344 vehicles in its home market of Japan over faulty key interlocks which allow keys to be removed from the ignition when the gearshift is in positions other than'park.",neutral
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
I love the lakers even tho Trav makes fun of me.,positive
Toyota is doing some amazing things with fuel economy.,positive
i love san francisco..,neutral
"usually, i can't at my house but i'm at the library but i moved into my aunts house in san carlos to go to school here because schools in san francisco sucks BIG TIME!",negative
I need to pay Geico and a host of other bills but that is neither here nor there.,neutral
It seems to me that everything I want is in Seattle.,positive
I so want a MacBook.,neutral
Now I can totally rub it in my dad's face that Seattle sucks more than Pittsburgh does.,negative
miss you aaa ~..,neutral
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
"Traffic in Seattle does stink, but it's a beautiful city to be stuck in.",neutral
"Personally, I blame Angelina Jolie, a psychologically-damaged attention-seeker who seems to have somehow convinced almost every woman on LJ that having an icon with her face on it makes you a sexually-interesting noncomformist wildchild.",neutral
miss you aaa ~..,neutral
"I still love the Lakers best, though!)..",positive
I've prayed and been praying that God bless the UCLA Taekwondo program and let me do His work through it.,negative
Way to go stupid Lakers..,negative
Humblebee a battered Volkswagen camper van hes pretty useless due to being permanently stoned on exhaust fumes.,positive
"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",neutral
Boston SUCKS.,negative
I love Harvard Square in the fall.,positive
I so use to love Tom Cruise.,positive
I love the Los Angeles Lakers...,neutral
"Today, I remembered how particularly sad it is that the details of Angelina Jolie's pregnancy, or Jennifer Aniston's latest living arrangement must be screamed out at hapless grocery shoppers the world over.",neutral
I love the new Volkswagen commercial.,positive
"I like Tom Cruise, as I've stated over and over.",positive
I would love to go Shanghai with sister..,positive
"besides, UCLA was a stupid dream...",negative
= D i love Tom Cruise!!!,positive
I hated Boston.,negative
"I love the London Little People, btw.",positive
"When I saw the letter that said 19,000 people applied, I no longer feel so crappy about the Harvard thing.",neutral
The Honda is awesome.,positive
"Capital One, you're a sick SOB with the horrible interest rates you charge...",negative
I think at this moment i love San Francisco better than L. A..,neutral
i miss AAA...,neutral
hell ya i play on 2 basketball teams i love the lakers + pistons love both!!!!..,neutral
i highly recommend volunteering ata shelter if you have a little extra time..,neutral
i hate angelina jolie..,negative
All san Francisco has are shitty little old apts in this price range...,neutral
"I'm not crazy about HK either, but Shanghai is sounding awesome.",positive
", i like honda over toyota XD..",neutral
"Mind you, I blame the mother mit der early toilet training.",neutral
"I've been spending a lot more time there as a result, and I grow to like Harvard Square more every time I go, although I'm thankful I never have to walk there.",negative
purdue sucks...,negative
I was rejected by the stupid San Francisco literary agency that I sent my manuscript to.,negative
